id,Cause,Objects,Occupation,Activities
202023818,Struck By Moving Objects,trench,worker,installing the pipe in
202023818,Struck By Moving Objects,trench,worker,assisting in installing a
201763737,Struck By Moving Objects,trench-cave,contractor,installing a 2inch water
201763737,Struck By Moving Objects,trench-cave,contractor,working for his employer
200784882,Caught in/between Objects,trench-box,no_occupation,connecting pin to secure
200784882,Caught in/between Objects,trench-box,no_occupation,inserting the connecting pin
200784882,Caught in/between Objects,trench-box,no_occupation,working in a trench
170363618,Caught in/between Objects,trench-cave,no_occupation,recovering at the time
200232338,Struck By Moving Objects,trench,no_occupation,existing gas supply line
200232338,Struck By Moving Objects,trench,no_occupation,being connected
200232338,Struck By Moving Objects,trench,no_occupation,connecting two section of
200232338,Struck By Moving Objects,trench,no_occupation,laying pipe in a
200981066,Struck By Moving Objects,no_object,no_occupation,working in an excavation
200925790,Struck By Moving Objects,trench-cave,coworker,working for a septic
202449906,Caught in/between Objects,no_object,no_occupation,digging a trench for
200212348,Struck By Moving Objects,limb,no_occupation,operating a trencher when
202360269,Collapse of object,trench,laborer,attempting to locate a
202360269,Collapse of object,trench,laborer,digging a trench with
202360269,Collapse of object,trench,laborer,pinning him against a
202360269,Collapse of object,trench,laborer,digging at the 9foot
202360269,Collapse of object,trench,laborer,working a a construction
201344207,Struck By Moving Objects,gas,no_occupation,resulting in an explosion
201344207,Struck By Moving Objects,gas,no_occupation,trenching machine to make
201344207,Struck By Moving Objects,gas,no_occupation,using an trenching machine
202359287,Struck By Moving Objects,trench,owner,being trapped
202359287,Struck By Moving Objects,trench,owner,using and got out
202359287,Struck By Moving Objects,trench,owner,being trapped
202359287,Struck By Moving Objects,trench,owner,using and got out
202359287,Struck By Moving Objects,trench,owner,being dug next to
201066719,Caught in/between Objects,digger-guard,no_occupation,digging trench for electrical
201066719,Caught in/between Objects,digger-guard,no_occupation,sitting at the control
201066719,Caught in/between Objects,digger-guard,no_occupation,operating ditchwitch trencher model
200622496,Struck By Moving Objects,digging-trench,coworker,digging a small trench
201184124,Caught in/between Objects,no_object,no_occupation,working in an excavation
200151058,Other,trench,no_occupation,shoring in a 6ft
200151058,Other,trench,no_occupation,installing plywood shoring in
170194120,Struck By Moving Objects,trench,contractor,installing an underground telephone
14443253,Caught in/between Objects,trench,no_occupation,causing the employee to
14443253,Caught in/between Objects,trench,no_occupation,removing trenchshore jack from
14443253,Caught in/between Objects,trench,no_occupation,bruising his right arm
774182,Struck By Moving Objects,heater,coworker,escaping by steel burglar
774182,Struck By Moving Objects,heater,coworker,spreading contact adhesive containing
774182,Struck By Moving Objects,heater,coworker,installing carpeting in a
14530281,Other,no_object,builder,containing methyl chloroform and
14530281,Other,no_object,builder,priming material containing methyl
14265235,Falls,no_object,no_occupation,opening
14265235,Falls,no_object,no_occupation,using a pneumatic chipping
201560315,Falls,no_object,no_occupation,causing the rest of
201560315,Falls,no_object,no_occupation,attempting to level
201560315,Falls,no_object,no_occupation,placing the trough onto
201560315,Falls,no_object,no_occupation,installing a trough system
201560315,Falls,no_object,no_occupation,hemorrhaging and received
201560315,Falls,no_object,no_occupation,resulting from hemorrhaging
201560315,Falls,no_object,no_occupation,causing the rest of
201560315,Falls,no_object,no_occupation,attempting to level
201560315,Falls,no_object,no_occupation,standing
201560315,Falls,no_object,no_occupation,neighboring trough system while
170751598,Falls,brick,worker,working on the floor
170751598,Falls,brick,worker,being pumped up to
170192173,Struck By Moving Objects,no_object,foreman,preparing for a shutdown
170192173,Struck By Moving Objects,no_object,foreman,walking east to west
202252334,Falls,fork-attachment,carpenter,working a a carpenter
200534766,Struck By Moving Objects,truck,telehandler,being utilized
200534766,Struck By Moving Objects,truck,telehandler,upsetting incident
200534766,Struck By Moving Objects,truck,telehandler,sling and two additional
200534766,Struck By Moving Objects,truck,telehandler,operating a gehl dl1240h
200713923,Struck By Moving Objects,truck,no_occupation,spreading the cement the
200713923,Struck By Moving Objects,truck,no_occupation,smoothing cement a it
200604486,Falls,no_object,no_occupation,telescoping boom forklift
202685897,Electrocution,power-line,coworker,using a truck mounted
200264414,Struck By Moving Objects,utility-pole,no_occupation,attempting to lower it
200264414,Struck By Moving Objects,utility-pole,no_occupation,replacing utility pole
200264414,Struck By Moving Objects,utility-pole,no_occupation,working a a ground
200541878,Falls,valve,foreman,going to drive wedge
200541878,Falls,valve,foreman,moving he told the
200541878,Falls,valve,foreman,removing a 5 000lb
200541878,Falls,valve,foreman,demolishing the final cooler
200361681,Falls,supervisor-standing,subcontractor,working on the roof
201682283,Struck By Moving Objects,truss,carpenter,working at a home
201129772,Falls,no_object,no_occupation,assisting with installation of
201129772,Falls,no_object,no_occupation,placing wood framed wall
201129772,Falls,no_object,no_occupation,working on top of
201129772,Falls,no_object,no_occupation,including two broken bone
201129772,Falls,no_object,no_occupation,walking sideways along the
201129772,Falls,no_object,no_occupation,assisting with installation of
201129772,Falls,no_object,no_occupation,standing on adjacent framed
202673281,Struck By Moving Objects,truss,carpenter,falling off the table
200361376,Collapse of object,no_object,coworker,setting truss with the
202493862,Falls,no_object,carpenterframer,wearing fall protection
202493862,Falls,no_object,carpenterframer,traveling from truss to
202493862,Falls,no_object,carpenterframer,removing excess building material
202493862,Falls,no_object,carpenterframer,working on a building
200361160,Falls,no_object,no_occupation,being installed collapsed and
200361160,Falls,no_object,no_occupation,working on top of
202654026,Falls,no_object,framer,walking on shifted
202654026,Falls,no_object,framer,walking between unsecured wooden
202081550,Falls,masonry,no_occupation,requiring stitch and released
202081550,Falls,masonry,no_occupation,installing wood truss
202081550,Falls,masonry,no_occupation,working from top of
201345592,Falls,ladder,no_occupation,reinforcing steel rebar
201345592,Falls,ladder,no_occupation,using a fiberglass step
202508081,Falls,no_object,coupler,erecting a metal tube
201074119,Falls,no_object,laborer,using a hammer to
201074119,Falls,no_object,laborer,dismantling a tube and
200170926,Electrocution,power-line,no_occupation,moving a 36ft high
200541670,Falls,no_object,kusler,belonging to burchick construction
200541670,Falls,no_object,kusler,erecting a tubular weldedframe
202079034,Falls,scaffold,laborer,unhooking his personal fall
202079034,Falls,scaffold,laborer,cutting his harness off
202079034,Falls,scaffold,laborer,moving mortar from the
200541639,Falls,scaffold-stage,owner,bricking a residential home
200541639,Falls,scaffold-stage,owner,pointing the brick
200271773,Falls,scaffold,coworker,working from plank set
200271773,Falls,scaffold,coworker,installing crosscut material into
202078978,Falls,board,no_occupation,installing a screen from
201992922,Falls,no_object,no_occupation,applying joint compound from
200823151,Falls,no_object,no_occupation,laying a block wall
200823151,Falls,no_object,no_occupation,bricklaying on the fourth
200823151,Falls,no_object,no_occupation,working on the outrigger
200924066,Falls,no_object,washer,cleaning the recently erected
200924066,Falls,no_object,washer,working on the left
200924066,Falls,no_object,washer,cleaning the recently erected
200924066,Falls,no_object,washer,working on the left
200924066,Falls,no_object,washer,disassembling the seventh platform
200830818,Falls,no_object,no_occupation,pointing while on a
200830818,Falls,no_object,no_occupation,performing brick pointing while
202349262,Falls,platform,coupler,climbing down from an
200830560,Other,platform,no_occupation,dismantling a tubular weldedframe
170863278,Struck By Moving Objects,loader,loader,patching repair inside a
170863278,Struck By Moving Objects,loader,loader,grouting and patching repair
170863278,Struck By Moving Objects,loader,loader,working with a crew
201562568,Struck By Moving Objects,inside-tunnel,no_occupation,working in a new
201510682,Falls,trip,laborer,holding
201510682,Falls,trip,laborer,descending from the top
201510682,Falls,trip,laborer,welding pvc lining in
732958,Falls,steel,no_occupation,being lifted into place
732958,Falls,steel,no_occupation,working on the beam
732958,Falls,steel,no_occupation,connecting steel beam
14327514,Falls,steel,no_occupation,connecting a steel frame
14327514,Falls,steel,no_occupation,falling steel
14327514,Falls,steel,no_occupation,fueling a welding machine
570333,Falls,column,no_occupation,waiting for the next
202505129,Falls,scaffold-platform,no_occupation,setting them on the
